f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,kategori
-0.13603045,-0.055567298,0.62599933,0.1336126,0.21386315,-0.98110396,0.23907691,-0.7194635,-0.093435444,-0.41435862,-0.8107579,-0.12762582,-0.11620004,-0.8434754,0.05146863,0.92570126,-0.3407265,-0.025569566,-0.21418038,0.22751401,0.023017544,0.5793094,0.017303593,-0.13484535,0.643488,-0.16579688,1.015398,0.3860184,0.3717372,-0.0041593085,-0.66836876,0.12910496,0.28305125,0.20558351,-1.454203,-0.17832737,0.5550042,-0.24868768,0.81764627,-0.15769844,-0.38557577,-0.2988682,0.4892162,0.3807649,-0.14114577,0.20649637,0.6064494,0.07408082,-0.23941793,-0.101382084,0.37761346,0.696666,-0.48550823,-0.2984289,0.45462033,-0.47441146,Nasional
-0.09854486,-0.15948862,0.56191075,0.13356614,0.17565592,-0.8663867,0.26353347,-0.7949991,-0.19858353,-0.3634961,-0.79475486,-0.16146097,-0.09564348,-0.7603471,0.040285066,0.9936926,-0.3382059,-0.049621783,-0.23316953,0.15963234,0.03723149,0.583026,0.012873122,-0.1589467,0.65280247,-0.20962644,0.9586416,0.40412807,0.3127299,-0.06869858,-0.8418285,0.08137257,0.28465167,0.093121424,-1.488482,-0.21269879,0.6683357,-0.19816388,0.8249197,-0.24184333,-0.41312298,-0.31676248,0.4410204,0.42303857,-0.1933474,0.26703322,0.5453933,0.13843066,-0.2943618,0.004325521,0.3422039,0.72150475,-0.34032404,-0.26804978,0.45489135,-0.38729015,Megapolitan
-0.14181617,-0.08950607,0.57108027,0.119312495,0.13927642,-0.8603271,0.40685624,-0.80934215,-0.09413306,-0.27732506,-0.8641976,-0.11262629,-0.18797295,-0.77813566,0.08091069,1.0100279,-0.27168217,0.014917988,-0.28553256,0.1488314,0.05442351,0.5707378,0.0073704077,-0.1269151,0.6392362,-0.2481166,1.0308439,0.3878885,0.38453728,-0.032398924,-0.7107329,0.12250164,0.39402875,0.090569034,-1.5350204,-0.21405289,0.62632483,-0.21053027,0.8104318,-0.3095768,-0.34491065,-0.24683829,0.44519934,0.44352666,-0.107921004,0.23913798,0.6264432,0.020361148,-0.2058352,-0.13507748,0.43460578,0.721936,-0.42737228,-0.23518716,0.34357786,-0.38970578,Regional
-0.18953776,-0.20619068,0.6080687,0.3125396,0.25996128,-0.81429124,0.097113274,-0.87078166,-0.38197443,-0.6322245,-0.9860807,-0.07717495,-0.0089762835,-0.8580501,-0.066534914,1.038096,-0.44578874,-0.013150343,-0.04957328,0.15552843,0.098223045,0.75172985,-0.044003353,-0.21615265,0.58594877,-0.15365076,0.8258673,0.47908422,0.08446232,0.034231592,-0.95906234,0.18401618,0.15379904,0.107458636,-1.5173222,-0.1570738,0.71973455,-0.34374562,0.89120346,0.03854334,-0.5035185,-0.43990636,0.5741226,0.4454063,-0.16428544,0.28169218,0.52944326,0.3022483,-0.34057447,0.048238184,0.28449598,0.7648061,-0.12793507,-0.16989347,0.5103383,-0.4643003,Money
-0.16554822,-0.12981685,0.5742662,0.32509375,0.24651273,-0.8247111,0.06293476,-0.85252804,-0.3476707,-0.6093004,-0.8399356,-0.042783726,-0.018862866,-0.870735,-0.052059937,0.93756175,-0.4109473,0.06917481,-0.023834134,0.15871578,0.11959733,0.67365474,-0.0038312897,-0.25936738,0.6077623,-0.16609351,0.83443546,0.52648836,0.120715335,0.114131816,-0.85978585,0.2193247,0.23649092,0.22377299,-1.4430515,-0.17592911,0.5862734,-0.36411598,0.84639317,0.08075873,-0.46354914,-0.42221493,0.6033927,0.38688907,-0.06778607,0.22319582,0.5593449,0.26858288,-0.23384006,0.06359641,0.2914454,0.66947114,-0.2789043,-0.16168746,0.5154654,-0.53824615,Nasional
-0.18767838,-0.10387442,0.58985066,0.3298743,0.30935672,-0.74733704,0.025086956,-0.8894871,-0.35812685,-0.63079816,-0.616791,-0.13414827,-0.0140242865,-0.8805052,-0.12882005,0.8117354,-0.38974935,0.14895403,0.092696615,0.07399539,0.07116279,0.56540227,0.055667922,-0.37809023,0.6151652,-0.17412898,0.82404107,0.5060717,0.12753879,0.16472845,-0.91435486,0.25251824,0.28268847,0.27508554,-1.4367509,-0.1623835,0.56905055,-0.33161116,0.84756714,0.12901692,-0.44438058,-0.39835912,0.6190608,0.3525221,0.036423605,0.16350007,0.5500597,0.20646086,-0.14743038,0.23985936,0.23303525,0.62646747,-0.35858282,-0.15537871,0.6034993,-0.65746045,Nasional
-0.08197992,-0.21295716,0.51550627,0.2740981,0.15352173,-0.7087651,0.023406865,-0.84735173,-0.4157315,-0.56639344,-0.92286146,-0.10970844,0.04587085,-0.69150174,-0.027326044,1.0877721,-0.4462269,-0.14978644,-0.1859783,0.1330769,0.0072861942,0.6122054,-0.041648276,-0.22800517,0.54672796,-0.2354235,0.78429013,0.3041323,0.062139332,-0.08662603,-0.949747,0.15618594,0.0591656,0.055848617,-1.3871313,-0.26385626,0.64594775,-0.18087368,0.8206102,0.03382414,-0.48112777,-0.38826036,0.449545,0.4023411,-0.24026555,0.3224225,0.4961772,0.35666677,-0.41722044,0.049361225,0.29852828,0.8633459,0.01838264,-0.26401183,0.4891253,-0.24877414,Nasional
-0.1593329,-0.12308022,0.59208244,0.3260376,0.2728172,-0.802277,-0.009124815,-0.85264117,-0.35459524,-0.66294986,-0.74518895,-0.07834971,0.0038065028,-0.8480376,-0.0935655,0.89263254,-0.42391634,0.05040909,0.013864172,0.14559628,0.07025781,0.61813146,0.0019175486,-0.3215912,0.6048598,-0.16378537,0.8304141,0.4516241,0.13327059,0.10664713,-0.8374028,0.23181133,0.20412566,0.24773672,-1.3863275,-0.1877344,0.5577036,-0.30592275,0.8509635,0.13997562,-0.4654849,-0.4069032,0.5846062,0.3558504,-0.049300335,0.18519735,0.53662056,0.25567764,-0.2106249,0.12245434,0.26826832,0.68068236,-0.26829633,-0.18884398,0.5674425,-0.58015233,Nasional
-0.16905312,-0.09520526,0.6246837,0.37991384,0.3115332,-0.8270571,-0.076533385,-0.9793898,-0.4385288,-0.77622277,-0.7873872,-0.080753356,0.02961097,-0.927798,-0.11457495,0.97455543,-0.45589978,0.10482372,0.05317666,0.1261651,0.07414425,0.6189856,0.013088811,-0.42043644,0.6580966,-0.24961619,0.90717274,0.496505,0.11206846,0.17062616,-0.927235,0.31331152,0.23384811,0.3154451,-1.4992124,-0.2370758,0.54066676,-0.3395686,0.9100733,0.24162175,-0.5091958,-0.4539524,0.6774581,0.36932477,0.029675998,0.1784339,0.63254005,0.31570327,-0.18333404,0.1902924,0.2668988,0.7330057,-0.26946378,-0.19723383,0.64328444,-0.6354004,Nasional
-0.1689229,-0.12832868,0.6136087,0.33244425,0.27604103,-0.8271137,0.008444535,-0.8800204,-0.36085635,-0.6688789,-0.79053485,-0.08069819,-0.0003576641,-0.8728829,-0.08761935,0.9342265,-0.43283558,0.050693866,0.0059120026,0.15133184,0.07521767,0.64948314,-0.0024390935,-0.3173014,0.6244425,-0.17193104,0.8596185,0.475526,0.14086679,0.10042671,-0.8720447,0.23307683,0.2178104,0.24264993,-1.4438006,-0.19413854,0.58800733,-0.31996703,0.88038856,0.11535865,-0.47630355,-0.41962948,0.5998826,0.3796738,-0.059051316,0.20088217,0.55374867,0.26445124,-0.22689849,0.11499726,0.27883855,0.7066758,-0.2709107,-0.19288798,0.57296324,-0.58135086,Nasional
-0.14478344,-0.09865797,0.60046846,0.32689562,0.25617453,-0.80346537,-0.09009049,-0.8733213,-0.38301417,-0.70354617,-0.6972995,-0.12894721,0.004653381,-0.8471418,-0.100836076,0.8961503,-0.46566078,0.0018448551,-0.019106708,0.12836392,-0.0166645,0.54609627,0.03142391,-0.40354785,0.6056925,-0.17732616,0.8539096,0.3169433,0.14195724,0.04213472,-0.8639248,0.26455837,0.16249043,0.2904768,-1.358879,-0.26542026,0.49996153,-0.20717081,0.86571765,0.23670724,-0.46257395,-0.37057564,0.5543325,0.32493517,-0.06187905,0.16710584,0.5387785,0.2466202,-0.2408498,0.14738394,0.28377715,0.7822222,-0.23488563,-0.26468515,0.65002644,-0.57575136,Nasional
-0.23146625,-0.17482142,0.64773494,0.37031293,0.34874094,-0.92509466,0.18364368,-0.7938948,-0.10687764,-0.519376,-0.75698084,0.010996663,-0.027645774,-1.003591,-0.06543031,0.7931199,-0.44036883,0.12084263,-0.064394,0.10966377,0.15037179,0.7184264,-0.08663115,-0.2249065,0.6907404,-0.030828632,0.7960552,0.6445237,0.1878583,0.26778582,-0.83459896,0.16182926,0.26364252,0.25733632,-1.6722691,-0.00052857905,0.65305597,-0.49528253,0.9560824,0.04839234,-0.401393,-0.45190758,0.7974113,0.45676666,-0.1336561,0.15597294,0.4437403,0.0422512,-0.22593108,0.05765127,0.41697598,0.59958726,-0.59208864,-0.16676337,0.46796113,-0.6672061,Nasional
-0.13766526,-0.05514285,0.59995556,0.27026448,0.28616598,-0.7963905,-0.08970682,-0.79683846,-0.29487666,-0.65919447,-0.53561705,-0.15516295,0.008058914,-0.8304511,-0.123504244,0.74957657,-0.42174765,0.030454455,0.013657663,0.11275963,-0.038157977,0.4546809,0.05552247,-0.39314926,0.58586085,-0.15891567,0.8232195,0.30255157,0.16331251,0.0883706,-0.78543544,0.24462257,0.18619889,0.32810783,-1.2914188,-0.2157153,0.4419171,-0.20252085,0.8052492,0.2284588,-0.41803962,-0.33638623,0.55008113,0.2728673,-0.0028662577,0.10732951,0.5257613,0.16699179,-0.17304957,0.19170836,0.24541067,0.67861396,-0.35813424,-0.2708456,0.64335185,-0.6080579,Nasional
-0.14535497,-0.03484542,0.5721096,0.21591935,0.16990049,-0.7022371,0.06646633,-0.8277746,-0.26945424,-0.58993256,-0.7652084,-0.093641415,-0.04487751,-0.734888,-0.07824139,0.9337958,-0.37194622,-0.0691524,-0.114541136,0.12570393,-0.061980553,0.46942273,0.017978458,-0.32646745,0.47595975,-0.20936796,0.9180196,0.1556227,0.15616095,-0.0040126964,-0.67660075,0.2530246,0.20110668,0.16576263,-1.2937514,-0.26258135,0.49478552,-0.14885198,0.803291,0.10517642,-0.38330144,-0.28645596,0.45626014,0.30835474,-0.025586812,0.16081204,0.5614959,0.12110992,-0.19257216,-0.03991656,0.3752741,0.8245972,-0.19290084,-0.24931085,0.4881077,-0.4546765,Nasional
-0.19006611,-0.110487975,0.53980476,0.24332422,0.12122907,-0.7225817,0.27205595,-0.8540817,-0.27399573,-0.4923134,-0.9078466,0.0067595746,-0.12232991,-0.76994824,-0.037134364,1.0094348,-0.31941354,0.051723685,-0.11420771,0.123032026,0.08951106,0.6246428,0.011600879,-0.16238782,0.49458936,-0.2014682,0.89737785,0.37023333,0.13181208,0.022053268,-0.65847045,0.22158407,0.3214379,0.11395812,-1.4181281,-0.22961445,0.5872088,-0.28791112,0.7991287,-0.06108026,-0.36561576,-0.3164552,0.486751,0.44982466,-0.027871408,0.17553964,0.58327377,0.10941224,-0.16590379,-0.087046534,0.42592412,0.71720237,-0.22931807,-0.13169937,0.31790236,-0.4773576,Nasional
-0.23964179,-0.09736448,0.5817156,0.28702185,0.07074471,-0.7263601,0.38060758,-1.0482541,-0.3438107,-0.54301715,-0.9309611,0.023352556,-0.17694582,-0.849559,-0.078235306,1.1666452,-0.32014647,0.14591609,-0.082630105,0.089452766,0.081105754,0.62577677,0.08574975,-0.23259102,0.5332545,-0.24319448,1.0830101,0.3876132,0.13634337,0.0056835054,-0.7096403,0.29680824,0.4731538,0.15101942,-1.6121918,-0.32498977,0.6258778,-0.30482897,0.9081821,-0.082505815,-0.36220667,-0.31737635,0.53450006,0.5162486,0.08224143,0.15628068,0.69167453,0.04790142,-0.10175675,-0.058485687,0.5632578,0.82194656,-0.28688246,-0.09788544,0.33133402,-0.6186036,Nasional
-0.17339402,-0.07474063,0.61047846,0.26309285,0.24625504,-0.83642167,0.04090656,-0.8678628,-0.31009343,-0.6443715,-0.7980633,-0.11104226,-0.030768467,-0.8675791,-0.0770155,0.9247715,-0.41894415,0.0015263645,-0.06860696,0.13909066,0.010642178,0.55896986,0.0001732627,-0.32482752,0.58882403,-0.20793372,0.9337903,0.33750412,0.17356667,0.03637152,-0.79000336,0.24259537,0.2258071,0.22547801,-1.4545969,-0.24715121,0.5580102,-0.23395763,0.8607842,0.09844494,-0.43341002,-0.37757748,0.53691113,0.38225797,-0.05614673,0.15784992,0.5793514,0.17675325,-0.18716241,0.08778079,0.3129014,0.76035964,-0.30108902,-0.25560328,0.5402437,-0.57652944,Nasional
-0.15723135,-0.0785873,0.70134294,0.27247018,0.2958943,-0.952659,-0.009590041,-0.8447512,-0.29797995,-0.75269836,-0.9195762,-0.09134468,-0.034810737,-0.9113882,-0.090500794,0.9844606,-0.4819153,-0.086900026,-0.08253077,0.20886315,-0.005925401,0.6440208,-0.030783217,-0.3081479,0.56549317,-0.1656105,0.9517217,0.26577038,0.16848484,0.06942775,-0.76158386,0.2563551,0.13766935,0.23193622,-1.4493997,-0.20122236,0.56545824,-0.25280747,0.9010077,0.20207655,-0.47980976,-0.38580918,0.58446825,0.34394234,-0.10285335,0.16657281,0.6211295,0.19336617,-0.26343545,-0.04234402,0.3383768,0.8418258,-0.2734997,-0.30010822,0.5866253,-0.5558887,Nasional
-0.18759124,-0.09146419,0.6042975,0.34183154,0.20307449,-0.87096566,0.12375858,-1.0094588,-0.38511494,-0.6467587,-0.94350797,-0.0028436687,-0.06641826,-0.9074339,-0.033582516,1.1107314,-0.41452798,0.10456709,-0.081924565,0.15471384,0.10570221,0.6727156,0.016953023,-0.32115036,0.65119976,-0.25742787,1.0051919,0.48799914,0.15785486,0.08523788,-0.83965576,0.30373344,0.34852797,0.23057193,-1.5892946,-0.26678017,0.58775,-0.36261937,0.91406226,0.07653089,-0.45402357,-0.390181,0.63584507,0.42783064,-0.012604226,0.21564735,0.68159485,0.23130488,-0.1994397,0.0012175918,0.41831812,0.77923137,-0.29567805,-0.17190546,0.48279306,-0.5737394,Nasional
-0.1500964,-0.14453305,0.5761055,0.4375876,0.11899642,-1.1912031,0.2372418,-0.7579932,-0.28366283,-0.42748082,-0.9700561,0.075690016,-0.1232452,-1.1641214,0.19870214,0.97252727,-0.53553814,0.16820125,-0.24518766,0.40676066,0.28299493,1.0128063,0.06293249,-0.033735067,0.9182434,0.18457286,0.7786984,0.93666667,0.26083815,0.033953134,-1.0842104,0.061306514,0.24664159,0.4061614,-1.62564,-0.18863252,0.6329885,-0.66810197,0.9111011,-0.10315728,-0.5192121,-0.4429409,0.66446126,0.4130609,-0.41399312,0.38927174,0.56064796,0.2850147,-0.4479038,-0.12664619,0.44296235,0.7070628,-0.6734452,-0.12355621,0.42007175,-0.6246826,Regional
-0.10734185,-0.078266606,0.5558113,0.21655323,0.20470497,-0.9322868,0.12970148,-0.67074066,-0.1841947,-0.47207907,-0.7392212,-0.038138226,-0.071856305,-0.86563605,0.021939233,0.80895674,-0.39651442,0.008300905,-0.14208826,0.24898218,0.1013083,0.6652565,0.023220448,-0.12921703,0.62924945,-0.04714536,0.80654126,0.51066047,0.24461067,0.06313431,-0.7371853,0.11439537,0.21261962,0.26459694,-1.3194473,-0.14076252,0.5300112,-0.3802694,0.7576237,-0.03245773,-0.41414905,-0.34595433,0.51588416,0.30643353,-0.17344889,0.21054748,0.5245747,0.16402285,-0.25131223,-0.06162497,0.3108764,0.6090809,-0.48423666,-0.19821633,0.44699335,-0.509783,Nasional
-0.16918671,-0.15974104,0.54299736,0.26892635,0.21246123,-0.73175097,0.1629054,-0.7990248,-0.3026473,-0.5302954,-0.92108095,-0.027486645,-0.051076844,-0.77576584,-0.0390526,0.95386124,-0.3555935,0.025559334,-0.060605403,0.1432373,0.11872427,0.6730686,-0.05552073,-0.17067547,0.5231975,-0.1850998,0.7946722,0.45731866,0.114036225,0.08307161,-0.7630385,0.18049301,0.21901742,0.08773649,-1.3904133,-0.13691477,0.62589467,-0.33916757,0.794098,-0.022194877,-0.4218648,-0.38590214,0.5327664,0.42091578,-0.08023179,0.22889817,0.5288059,0.22662629,-0.22259127,-0.01941441,0.29345563,0.6547364,-0.1748405,-0.12582655,0.37715304,-0.4328385,Money
-0.19001122,-0.19712828,0.5726521,0.3115987,0.23276033,-0.7760079,0.17859025,-0.8507563,-0.3306825,-0.5700463,-1.0071532,-0.007505647,-0.045627613,-0.82977146,-0.044679765,1.0168518,-0.38583204,0.03260006,-0.053897854,0.15612149,0.15178469,0.7540952,-0.0766217,-0.16895802,0.56122464,-0.17192326,0.81944597,0.517044,0.10454845,0.09689476,-0.83027947,0.18209821,0.22434548,0.078381784,-1.4952037,-0.121850945,0.69112635,-0.38471425,0.8577743,-0.021631671,-0.4610086,-0.43159667,0.58071876,0.46214285,-0.10985626,0.25917423,0.53580034,0.2567352,-0.25102612,-0.020552812,0.31480157,0.685864,-0.16593291,-0.11021929,0.39051464,-0.4697899,Money
-0.176491,-0.18571527,0.5407596,0.3051833,0.23424512,-0.6917916,0.14919308,-0.847353,-0.3537801,-0.54608846,-0.89175206,-0.042401586,-0.017295199,-0.7853136,-0.051527284,0.9685031,-0.36208442,0.06520467,-0.00947495,0.11983201,0.13487571,0.68926114,-0.04557471,-0.21377337,0.5629853,-0.1903201,0.7856823,0.5337847,0.0991739,0.098257415,-0.858291,0.18244632,0.2368644,0.08803191,-1.4337155,-0.12151996,0.65453815,-0.37649918,0.8256109,-0.033382654,-0.44774023,-0.41484818,0.5673879,0.43783647,-0.059675336,0.2641172,0.522036,0.2740381,-0.21807022,0.05873393,0.26367068,0.62851334,-0.15857866,-0.09157664,0.40789884,-0.45169,Money
-0.15395908,-0.34137654,0.53371555,0.3504039,0.17441863,-0.70819986,0.2787517,-0.93234664,-0.43561023,-0.5261967,-1.1995205,0.007896024,-0.022262704,-0.77736986,-0.009876824,1.2236016,-0.4244157,-0.02153799,-0.1290499,0.13444525,0.21044959,0.906763,-0.14075696,-0.11530239,0.59641016,-0.19304475,0.7851083,0.59972787,0.04270472,0.014487747,-1.0318555,0.10996816,0.1963739,-0.08973281,-1.6398695,-0.13098663,0.8879445,-0.41987723,0.9466447,-0.1523997,-0.53088313,-0.49792007,0.57502985,0.5742321,-0.251942,0.406325,0.48623854,0.38680014,-0.3949013,-0.035108175,0.3429553,0.7728021,0.045313038,-0.064758,0.3289731,-0.32909203,Money
-0.10319892,-0.0715378,0.525032,0.15409577,0.19504656,-0.75703037,0.06703599,-0.64650136,-0.19160911,-0.4688621,-0.5927211,-0.13927217,-0.043295685,-0.7065676,-0.047275152,0.74452215,-0.34995285,-0.052278817,-0.09859827,0.15658627,-0.030102419,0.44662368,0.026030883,-0.21061428,0.5078401,-0.128688,0.80039495,0.24495585,0.21492866,-0.006283647,-0.6410013,0.13127196,0.16767742,0.18749093,-1.1761287,-0.17209898,0.4677581,-0.15997288,0.7040979,0.015790612,-0.33940658,-0.2825144,0.40754214,0.28309697,-0.110046975,0.14117272,0.46568248,0.112924434,-0.21449447,0.03682421,0.27642417,0.63764226,-0.3115015,-0.2699109,0.48311582,-0.44297108,Nasional
-0.11691284,-0.03666255,0.57733697,0.20727412,0.23274726,-0.79261464,-0.04861335,-0.724816,-0.22756617,-0.5935868,-0.49217346,-0.18736579,-0.03611808,-0.78645426,-0.09907965,0.69413716,-0.3992659,0.008929369,-0.03557344,0.11609808,-0.054165635,0.4064258,0.06260544,-0.36726204,0.56755453,-0.13744782,0.8300435,0.23176922,0.21621458,0.021840721,-0.7220606,0.19873953,0.18522179,0.30838466,-1.2287384,-0.23895428,0.43362707,-0.1232134,0.7682473,0.16287155,-0.37000242,-0.28040907,0.45284486,0.25724092,-0.03328456,0.0926585,0.49817938,0.1094249,-0.17756034,0.17364427,0.24878584,0.66361636,-0.38841528,-0.30956712,0.6116061,-0.5836507,Nasional
-0.14551632,-0.11804917,0.53563005,0.27211747,0.22534351,-0.7877539,0.0396972,-0.73163456,-0.27282962,-0.5550399,-0.7064345,-0.064656265,-0.030415092,-0.79242426,-0.06015858,0.7868688,-0.38719684,0.043841943,-0.033445157,0.16509953,0.08677871,0.6082216,-0.0018966015,-0.24002925,0.55880606,-0.106717765,0.7529855,0.43416667,0.13977854,0.065368034,-0.75691354,0.1718857,0.19266176,0.21912962,-1.2807374,-0.16404246,0.5299316,-0.2909585,0.7643024,0.06651225,-0.399148,-0.3735055,0.5035141,0.34167573,-0.104423575,0.17454366,0.46540338,0.20029561,-0.21795484,0.06656136,0.26286033,0.61072546,-0.3132033,-0.18122785,0.48765478,-0.52343935,Nasional
-0.11466756,-0.02198593,0.5898457,0.18051364,0.24578363,-0.80126256,-0.050975025,-0.67616254,-0.20126721,-0.58752126,-0.49267572,-0.19719176,-0.03234972,-0.77121216,-0.100078195,0.6741089,-0.39633492,-0.040976588,-0.047280904,0.13556753,-0.083052374,0.39543864,0.05380642,-0.3354143,0.5299001,-0.112479195,0.8208429,0.18512559,0.21729006,0.01140024,-0.6806746,0.18465534,0.14544873,0.29129905,-1.1754582,-0.21573934,0.42492118,-0.11271862,0.74373966,0.15963839,-0.36546275,-0.2674941,0.4322978,0.23506023,-0.05241438,0.09160266,0.49117357,0.093196616,-0.1892309,0.12918143,0.2398986,0.6745076,-0.38562652,-0.32379866,0.6023765,-0.557687,Nasional
-0.09481827,-0.029473057,0.50325733,0.16261305,0.20633233,-0.68627167,-0.052900586,-0.59808,-0.18154599,-0.50384873,-0.38451895,-0.18078652,-0.016921546,-0.6664291,-0.0907609,0.57704926,-0.34662652,-0.009920952,-0.029663298,0.11116075,-0.06883826,0.32831845,0.056918107,-0.30462715,0.48746592,-0.10151368,0.7108432,0.19165069,0.19159515,0.006239847,-0.61164844,0.1556234,0.14039707,0.27019578,-1.0269805,-0.19607967,0.36146414,-0.097939834,0.652558,0.13313046,-0.30900204,-0.23278064,0.38096264,0.2091465,-0.03430812,0.076112755,0.4182441,0.09014861,-0.16364537,0.15625635,0.20490296,0.5598379,-0.346502,-0.2808544,0.54280436,-0.49166387,Nasional
-0.09364482,-0.035675615,0.5402012,0.24677262,0.25812227,-0.70678693,-0.16858293,-0.73312134,-0.298774,-0.6478488,-0.4058428,-0.18125269,0.03337648,-0.7136156,-0.12965682,0.681781,-0.4057644,-0.023690749,0.013576269,0.098555,-0.08076692,0.3483426,0.07290738,-0.42784616,0.52831906,-0.14818943,0.7611946,0.19276541,0.14852065,0.052804418,-0.7147569,0.23644044,0.13080901,0.33870658,-1.1135064,-0.23583429,0.36128142,-0.10713894,0.7431378,0.285883,-0.3842959,-0.27284756,0.4731871,0.20249794,-0.0034587567,0.08421632,0.47942418,0.1800284,-0.17392534,0.20556857,0.22325431,0.6638293,-0.28582877,-0.30061328,0.6663829,-0.5499887,Nasional
-0.10156429,-0.03801085,0.51664907,0.16100526,0.200805,-0.7249809,0.034464013,-0.6299524,-0.18328872,-0.4819455,-0.56268555,-0.13540873,-0.0414714,-0.6987366,-0.052104946,0.6983264,-0.33908558,-0.02992323,-0.072429515,0.13997923,-0.01709216,0.4164012,0.03354085,-0.22516549,0.47681537,-0.13156281,0.761899,0.23598768,0.19937465,0.032459334,-0.6181418,0.15420705,0.16145937,0.21438245,-1.1156611,-0.17534162,0.42732382,-0.16808242,0.6764754,0.066288956,-0.33746243,-0.25966266,0.40862396,0.24795376,-0.054535262,0.12681536,0.4754978,0.112988956,-0.1780504,0.04286177,0.25039604,0.61595076,-0.3171,-0.2479995,0.4751045,-0.44525722,Nasional
-0.18991227,-0.044392925,0.6784145,0.19994812,0.21228452,-0.9600915,0.23929481,-0.8575614,-0.17815697,-0.54030514,-0.9512258,-0.08230722,-0.13723269,-0.9200615,-0.01316216,1.0184838,-0.38637894,-0.0064975284,-0.16851865,0.22276779,0.02910785,0.64016217,-0.010793602,-0.21077473,0.6202763,-0.20133173,1.0942656,0.34456468,0.29478484,0.04196966,-0.71822757,0.21483769,0.31911796,0.19712709,-1.5900062,-0.2058929,0.6142672,-0.26680097,0.9107314,-0.07448534,-0.3983726,-0.34121603,0.53388435,0.41736996,-0.09397435,0.18049046,0.65553343,0.07504625,-0.212285,-0.12912136,0.44468263,0.8229015,-0.42457116,-0.25997987,0.4683373,-0.56024355,Nasional
-0.09141057,-0.0245421,0.5370089,0.22191113,0.2524509,-0.7532432,-0.051154517,-0.76551425,-0.2751853,-0.5536355,-0.43225873,-0.15867704,0.01670376,-0.78621244,-0.07658891,0.7427258,-0.3539148,0.07634334,-0.010955295,0.102417104,-0.012952888,0.39868227,0.12239704,-0.36077362,0.62994313,-0.20942031,0.81858355,0.41063648,0.22040454,0.092466354,-0.7652481,0.22096327,0.2564306,0.3465706,-1.2324158,-0.22339632,0.39699826,-0.23521616,0.7297346,0.12155645,-0.39779466,-0.29743895,0.5136196,0.23935223,0.055173423,0.13336344,0.5677591,0.19305658,-0.13072827,0.20350114,0.21003662,0.5706932,-0.41711354,-0.24305868,0.61097443,-0.5402805,Nasional
-0.068427846,0.005979787,0.5725581,0.11472143,0.20853867,-0.78597325,0.085980624,-0.69622004,-0.15917961,-0.44750935,-0.5124084,-0.20616603,-0.053746402,-0.7309955,-0.019876327,0.7864116,-0.33392692,-0.026479615,-0.14270505,0.15592307,-0.06827161,0.36816108,0.087535836,-0.25834608,0.579285,-0.19970194,0.92094123,0.25857198,0.30411825,0.015161426,-0.6942933,0.1521168,0.2269816,0.2521329,-1.245156,-0.21277025,0.44306287,-0.14039981,0.73593247,-0.02977338,-0.3466,-0.22953886,0.41736248,0.24808627,-0.0478707,0.14781867,0.57637686,0.09097432,-0.18596072,0.06149322,0.26824275,0.68750536,-0.42846867,-0.30957943,0.5264901,-0.4457517,Nasional
-0.06646786,0.005227921,0.61919343,0.09183276,0.2393629,-0.8702001,0.115524106,-0.7140563,-0.13138635,-0.4506,-0.4337466,-0.25099778,-0.06970887,-0.8038061,-0.037048895,0.7917073,-0.35151148,-0.013649236,-0.15157445,0.15638487,-0.081728436,0.38450733,0.14270265,-0.26199755,0.6772173,-0.1654279,0.94801146,0.32111758,0.37652674,0.01575711,-0.7759581,0.13764952,0.26916245,0.31118497,-1.3315463,-0.21212454,0.4671991,-0.1654479,0.78200597,-0.05541181,-0.35779256,-0.21954474,0.4462693,0.24485216,-0.032125812,0.15229699,0.6142203,0.06758157,-0.18750568,0.10559001,0.26645958,0.6629498,-0.54588073,-0.33764157,0.600146,-0.50124586,Nasional
-0.16223775,-0.115104094,0.63249296,0.282376,0.3594686,-0.85492754,-0.026250616,-0.830788,-0.29802665,-0.6033249,-0.4325524,-0.20716761,0.05300948,-0.89731437,-0.120830685,0.786501,-0.4040007,0.10784164,0.084678724,0.14207083,0.020057825,0.52204484,0.10871032,-0.35702443,0.7291543,-0.12898447,0.8998388,0.5803511,0.25282076,0.09458898,-0.9210836,0.17283545,0.26714844,0.34950843,-1.3847351,-0.16705775,0.54805887,-0.30821952,0.8690768,0.034523457,-0.4630892,-0.40355378,0.5946159,0.3466356,-0.00611809,0.16901498,0.520418,0.22045864,-0.18275465,0.29941508,0.19396235,0.5457369,-0.49399784,-0.2334425,0.70572466,-0.6929979,Megapolitan
